text,label
O sexo em si é menos importante do que a vida em si Tem um valor menor Você pode abdicar de sexo em prol da sua saúde mental mas não pode tirar a vida ao seu filho por cause disso,0
eu gosto tanto da área de saude mental que tenho medo de ficar nela e não ser tão bem sucedida quanto gostaria,0
Já pensou eu e você Eu vou na minha psicóloga Você vai na sua Os dois cuidam das esquizofrenias da cabeça Eu não despejo meus traumas em ti Você não despeja suas tretas em mim Louvamos a nossa dedicação à nossa saúde mental Te amo,0
tá dando vontade mas não vou kkkkjjj tenha amor a sua saúde mental,0
Descobri a gravidade de como alguém pode foder sua vida e saúde mental pq não sei mais nem oque é comer direito E por mais que eu tenho n vai,1
Esse semestre foi separado pra destruir minha saúde mental,1
Não tenho saúde mental p isso …,0
Na boa não desejo a ngm ter que levar gato pra vacinar pqp Pense numa missão,0
Pois é Cada comentário nojento que eu to vendo sobre a bifão e a Andrea é melhor eu dar block pra preservar a saúde mental,0
Minha saúde mental tá valendo mais …,0
gnt se alguem souber como posso gravar chamada em iphone eu agradeço mt e minha saúde mental tb obrigada,0
Então segundo vc minha saúde mental é irrelevante perante outras vidas Cadê sua empatia E o sexo é menos importante que a vida Só tem vida se tiver sexo bebê,1
Faz bem pra mantermos a saúde mental,0
E ter a saúde mental em dia,0
preciso cuidar da minha saúde mental antes de qualquer coisa,1
Tu ainda consegue ver algo desse cara na timeline Tá precisando cuidar melhor da sua saúde mental Bloqueia e seja feliz,0
como vc ainda tem saúde mental pra esse jogo,0
Saúde mental vende no mercado livre,1
Leiam é bom pro …,0
As pessoas q tem a saúde mental estável n tem coração msm zoam de quem tem ansiedade fazem chacota com depressão e suicídio Se vc é uma dessas pessoas eu desejo de coração q vc se foda mt na vida e que queime no fogo do inferno sério Vc n tem ideia do quanto isso faz mal,1
você chega com a saúde mental fodida e a psicóloga é essa …,0
nada vem antes da sua saúde mental nada nunca,1
muito bom não gostar de ninguém nota 10 em quesito saúde mental,0
Só queria duas coisas nessa vida Saúde Mental Um cachorro O resto eu corro atrás,1
In conclusion Cuidem da sua saúde mental Atualmente medicada e melhor,0
Sabias palavras pós rolê nada saudável para a minha saúde mental,1
eu precisava estudar mas pro bem da minha saúde mental vou passar o dia vendo minha série mesmo,0
passei pano ate nas paredes hoje to preocupada com minha saude mental agora,0
Umas duas vezes por semana é pedir muito,0
aprender a desapegar de cr foi a coisa mais linda que eu ja fiz pela minha saude mental,0
acho que vou tentar mudar meu cabelo se der merda não tem problema pq a saúde mental tá no subsolo e a gente já resolve isso também,1
só prova o quanto sou safada em relação a minha saúde mental as vezes n está no rolê n ler mensagens de GP n está online é o q deixa a gente sã e eu tô smp querendo tá presente em tudo Pare querida de um tempo,0
Cuide de sua saúde mental vc é uma plantinha de muitas emoções e precisa ser bem cuidada,0
haja saúde mental,1
Gerente de Projetos pode melhorar a saúde mental da equipe …,0
pelo bem da saúde mental de vocês parem de procurar por coisas que vocês não querem ver e viver em função de relacionamento alheio eh doentio,0
Obrigado Deus por ter me abençoado com altas doses de paciência Porque pensa num negócio que é essencial para a nossa saúde mental é isso,0
nenhuma pessoa tem todos os 5 um bom relacionamento com os pais sóbrio vontade de viver amigos boa saúde mental,0
tenho nem saúde mental pra ficar responsável por esses adolescentes cheios de hormônios meu pai,0
Passar a tarde dormindo ou vendo série eis a questão,0
por motivos d saude mental estou ignorando ele,1
Vou estar sendo muito clichê mais meninas que tem auto estima baixa fazem isso Tira tempo para vcs se amarem Pinte as unhas hidrata seu cabelos Arrume seu quarto Coloque música que vc gosta que te coloca para cima Isso e importante para saúde mental …,0
Quando tu resolve cuidar da tua saúde mental chega lá e o psicólogo é isso …,0
DESABAFO SAÚDE MENTAL NA VIDA FINANCEIRA Finanças com a Nath via,0
Vou ter que me retirar do Twitter pra me manter distante de notícias do Atlético Minha saúde mental não aguenta mais esse time,0
Mas há em certos casos para preservares a tua saúde mental que tu tens msm de bloquear a pessoa não te sei explicar Mas muitas vezes não tem a ver com falta de maturidade mas sim com o teu bem estar psicológico,0
Falei pra minha mãe que vou tatuar os irmãos metralha na barriga ela falou “tatua o tio patinhas também”,0
Saúde mental em 1 lugar,0
muito bom não gostar de ninguém nota 10 em quesito saúde mental,0
Às vezes é necessário se afastar de rede social pra cuidar da saúde mental e tá tudo bem,1
Ai uma pessoa a dar te conselho preocupada ca tua saude mental e és assim,0
5 de 5 embora a boa saúde mental esteja quase sendo abalada mas sigo firme,1
eu tô com medo de reprovar em saúde mental eu fiquei tão perdida no início do semestre q perdi as primeiras aulas e me ferrei na primeira prova,0
atualiza Patrulha Canina e PJ Mask por questão de saúde mental de um pai que já assistiu tudo das primeiras temporadas um zilhão de vezes,0
organizacional psicometria neurofisiologia neuroanatomia neuropsicologia e saúde mental são duas do segundo período uma do terceiro outra do quarto e do sexto e tem a matéria de estágio também,0
Mt mais preocupada cmg e com minha saúde mental do q ter q ficar sempre dando satisfação pros outros q já sabem oq se passa,1
e pra completar o tema da redação é O impacto negativo das redes sociais em relação à saúde mental do brasileiro eba,0
Ela é doente síndrome de Asperger o pai e mãe dela deveriam estar cuidado da saúde mental dela e não estar expondo a menina dessa forma mas o dinheiro da fundação do Soros deve compensar né Agora vai procurar saber o que é e você vai entender porque a menina é vidrada nisso,0
quem é q tem saúde mental em 2019,1
minha saúde mental nesses últimos anos █ █ █ █ █ █ █ █ █ ＿ 2015 2016 2017 2018 2019,0
Desculpa por colocar os outros em primeiro lugar e sempre me aquecer de mim mesma da minha saúde mental e física DESCULPA …,0
Olha sinceramente não gasto mais minha saúde mental com coisa boba não,0
E quantas autoridades de alto escalão não deveriam ser submetidas a exames periódicos de saúde mental Os desatinados pululam no Executivo Legislativo e Judiciário é só prestar atenção,0
Saúde mental aq tá passando eh longe,1
eu tentando controlar minha saúde mental …,0
PAREM de enfiar interesse amoroso pro clay eu NÃO LIGO pra casalzinho só mandem esse garoto pra um psiquiatra ele não precisa de uma namorada ELE PRECISA DE UMA PORRA DE UMA SAÚDE MENTAL,0
o negócio é se fazer de doido e privar sua saúde mental,0
Essa verbalização da tragédia não ocorrida já é manjada dos psiquiatras Por favor encaminhem esse senhor ao serviço de saúde mental,0
vou esquecer a treta senão minha ansiedade vai atacar de novo e o q eu fiz foi justamente pra preservar minha saúde mental não tem como eu fingir q não existe mas vou tirar qualquer culpa de cima de mim pq eu não sei o q fazer pra ajudar,1
Eu fico triste estudo Bom pro vestibular péssimo pra minha saúde mental,1
a letter de um teto todo meu será enviada na terça feira e fala sobre como planejar afeta a saúde mental se inscreva na minha lista para receber a sua,0
n sei q n sei q lá saúde mental,0
Olha não importa o quanto a gente se cuide quando o assunto é saúde mental sempre têm aqueles familiares que vão cagar em tudo e fazer você sentir vontade de pular da primeira ponte,1
ai só queria ter saúde mental,1
Desativando esta rede por questões de saúde mental qualquer coisa tô no atizapp,1
Esquentar a cabeça pra q amigos Deixem as pessoas se enforcarem sozinhas Hajam naturalmente priorize a saúde mental e siga SUA vida rsrsrs,0
saude mental é tudo …,0
É muito dolorido ler isso meu coração doi minha alma chorar em reeler esses comentários sem palavras para descrever o quanto isso me afetou e afeta imagine a Hailey sendo bombardeado por esses comentários não tem saúde mental que aguente …,0
Falam falam falam de saúde mental e que querem dar aula por amor mas são uns cuzão com os outros que belos futuros professores ein,0
Na boa esse ser humano não tem a saúde mental em Dia Não é possível Inacreditável Desprezível Nojento …,0
Estou aprendendo a DESVALORIZAR o que me machuca DESVALORIZAR quem realmente não celebra comigo Fácil Aff não é não É mas é necessário pra uma saúde mental,0
A faculdade sendo algo aversivo E por cima é pensado para cuidar da saúde mental de outrem É foda,0
Eu quando a minha mãe meteu a louca e eu fiquei procurando por ela no North Shopping inteiro …,0
Finalmente a Raquel acordou pra vida Ser filha da puta é saudavel pra nossa propria saúde mental,0
Maycon fica longe desse sanatorio rural A saúde mental de vcs em 1 lugar,0
priorizando minha saúde mental e dizendo ok pra tudo,0
Sou contra a teoria de que instagram é ruim pra saude mental ruim é ficar seguindo perfil de gente eu to seguindo 90 perfis de gato e to muito melhor,0
o bonito de pensares assim é que assumes a responsabilidade que cada um tem consigo mesmo e é muito impirtante pra saúde mental,0
olhe você não fale assim comigo a culpa é sua,0
deus de certo olhou pra mim quando tava me criando e disse essa nao vai ter um relacionamento bom com os pais nem relacionamento amoroso nem saude mental ok entao nasce desgraça,1
estudar em federal é pagar a mensalidade com a saúde mental,1
Migs ignora n acaba tua saúde mental com quem chama mulher de fêmea humana restringe ser mulher a ter uma bct e não faz recorte de feminismo branco cis hétero dos demais pq acha que toda mulher sofre igual,0
mas e o setembro amarelo e a saude mental dos universitarios …,0
tomar banho todo dia é sinal de boa saúde mental,0
nunca entra nesse hospício ok vc eh mto preciosa não merece perder sua saúde mental por causa de dinheiro te amo,0
Ficar adiando essa prova de clínica não faz nada bem pra minha saúde mental,1
mas onde q eu erreiiiii,0
tem gente q me cansa não dá saúde mental em primeiroo lugar,0
tô aqui cuidando de mim e minha pele priorizando n só minha saúde mental e física mas tbm espiritual,0
Comassim mãe você não sabia,0
Bia um anjinho me protegendo te,0
Tô cansada de segurar tudo e engolir tudo e sempre se pacífica Eu sinto q estou desmoronando e eu não vou dar conta dq estar por vir só quero minha liberdade e minha saúde mental dnv Ter responsabilidade não é o problema mas sim qm está comigo q está acabando comigo,1
MAIS UM VOLUNTARIADO HOJE PELA SAÚDE MENTAL DE ITATIBA SETEMBRO AMARELO,0
Nenhum salário vale a sua saúde mental …,0
escutar umbrella na versão original me faz esquecer q me deixa triste,0
Cuidando da saúde mental,0
Assistam o episódio episódio “Only Human” de Grown ish e leiam o texto da sobre saúde mental da população negra Existem várias abordagens do tema que podemos adotar a do entretenimento é uma que gosto pelo cuidado e leveza que provoca reflexão …,0
Admiro muito quem tem uma boa relação com pais ou quem tem pais que sabem pedir desculpa e ao menos se esforçam pra se tornar uma pessoa que se preocupa mais com sua saúde mental eu já aceitei que pra minha mãe eu sou um 0 à esquerda e ela só come cria pq não tem quem faça isso,1
tem diferença entre manter a saúde mental e ser egoísta,0
você vai cuidar da saúde mental e o psiquiatra é esse,0
Minha saúde mental ta uma bosta,1
