text,label
Parei de fazer o trabalho pra conversar com o Gabrilek Saúde mental pra mim é isso,0
Deus é uma mulher preta https://twitter.com/heldiass/status/1178013710683705345 …,0
"eu tenho 0 vergonha de falar sobre minha saúde mental e as coisas que já me aconteceram e acontecem, entendo que isso pode gerar desconforto em algumas pessoas; mas que também pode ajudar",1
Saúde mental em primeiro lugar sempre✌🏽✌🏽,0
queria encontrar ela e ainda deixar a coca cair KKKKKK @maisa,0
Chegou a época do pessoal falar que tem que preservar a saúde mental e não se matar nos estudos    Tudo que eu não quero é surtar no agrárias -de novo- por não passa na ufpr,1
"Saúde mental fudida, porém existe tt e aqui eu posso surtar e ser eu mesma, melhor rede social sim ou claro?",1
minha saúde mental melhora litros quando to sem tinder,0
"""Os vínculos constituídos entre pais e filhos exercem um papel essencial na saúde mental e/ou no desenvolvimento de psicopatologias no decorrer da infância e da adolescência. Relações saudáveis do ponto de vista emocional funcionam como fatores de proteção.",0
"Seria tão bom sabe se todos fossem sinceros e falassem tudo na cara das pessoas tipo ""A você é isso e isso, acho que precisa melhorar nosso e nisso"" assim ninguém iria arriscar a saúde mental de ninguém",1
Ser omissa é a melhor coisa que eu posso fazer pela minha própria saúde mental,1
#JuizDeFora SETEMBRO AMARELO: PSICÓLOGO DA UFJF-GV APRESENTA ESTRATÉGIAS PARA MELHORAR A SAÚDE MENTAL NA UNIVERSIDADE  https://www.jfclipping.com.br/2019/09/27/setembro-amarelo-psicologo-da-ufjf-gv-apresenta-estrategias-para-melhorar-a-saude-mental-na-universidade/ …,0
"Pra que? Se vc não quer se convencer, tudo bem. Continue acreditando que ele é inocente, mas saiba que negar a realidade pode fazer mal à sua saúde mental. Siga em paz!",0
Cuide da sua saúde mental   Ñ stalkeia a pessoa q vc gosta,0
você não vale o desgaste da minha saúde mental,0
Fernando Mateus Henrique - Psicólogo - CRP 06/146153 Atendimento On-line e Presencial.  #fmhpsicologo #psicologia #psicoterapia #psicologo #terapia #saudemental #saudeemocional #facaterapia #coragem #recomeçar…  https://www.instagram.com/p/B29w1qohRnc/?igshid=l8ra6241vxkt …,0
"Muito difícil dizer não às vezes, mas saúde mental em primeiro lugar",1
"Compartilhar imagens que incentivem o suicídio é crime! Pais e responsáveis, fiquem atentos ao celular das crianças e adolescentes.  #psiquiatria #saúde #saudemental #prevenção #prevencao #suicídio #suicidio…  https://www.instagram.com/p/B29wwJpnIQM/?igshid=l84g7mb56ij8 …",0
to tão mal hoje,1
"Sim eu faço terapia há alguns meses e é ótimo, no início a gt sente um pouco o baque mas dps faz tri bem, tu passa a se conhecer melhor, a se respeitar mais, q ter mais segurança, te aconselho a fazer terapia sim, sem medo ou preconceitos, a nossa saúde mental vale ouro 💜💆🏻‍♀️",0
saúde mental ta mto em falta,1
maria inventou de ir cagar na hora q eu ia or,0
😺✏ — Saúde mental  https://curiouscat.me/ghostingsun/post/995205570?t=1569695382 …,0
ô glória,0
"[...] ia na casa da pessoa e passava horas conversando tomando um cafezinho, não ficavam tentando destruir as pessoas para se sentir melhores... se ainda fossemos assim não teríamos tantos problemas com a nossa saúde mental!!💔",1
Motoristas de ônibus precisam cuidar da sua saúde mental! Hoje um motorista me viu e jogou o ônibus em cima do carro!  O homem me viu e deliberadamente jogou o ônibus em cima do carro amassando-o. Só parou porque o colega pediu...  #sabadou #oremos,1
"@13ReasonsWhy vcs podem PARAR de enfiar interesse amoroso pro clay???? NGM LIGA pra isso  esse garoto não precisa de uma namorada, ELE PRECISA DE UMA SAÚDE MENTAL  eu assistiria com gosto uma temporada só dele indo se tratar com um psiquiatra",0
"sdd do ano passado, quando a minha saúde mental estava intacta",1
isso é bom ou ruim? kkkkkkkkkkkkkkkk,0
"faz campanha pra pagar psicólogo também pras mulheres que eles destruíram a saúde mental, abusaram e estupraram, pra pagar hospital pras mulheres que foram parar lá pelo excesso de gravações",0
"É muito triste ver um grande jogador se aposentando tão cedo, mas se é pra cuidar da saúde mental, então foi a decisão correta. Vai deixar saudades, PawN <3 #Worlds2019 https://twitter.com/AshleyKang/status/1177984612657762305 …",0
"O sexo, em si, é menos importante do que a vida, em si. Tem um valor menor. Você pode abdicar de sexo em prol da sua saúde mental, mas não pode tirar a vida ao seu filho por cause disso",0
eu gosto tanto da área de saude mental que tenho medo de ficar nela e não ser tão bem sucedida quanto gostaria 😫,0
Já pensou  eu e você  Eu vou na minha psicóloga  Você vai na sua  Os dois cuidam das esquizofrenias da cabeça  Eu não despejo meus traumas em ti Você não despeja suas tretas em mim  Louvamos a nossa dedicação à nossa saúde mental  Te amo bb💙,0
"tá dando vontade, mas não vou kkkkjjj  tenha amor a sua saúde mental",0
"Descobri a gravidade de como alguém pode foder sua vida e saúde mental, pq não sei mais nem oque é comer direito!!! E por mais que eu tenho n vai",1
Esse semestre foi separado pra destruir minha saúde mental,1
Não tenho saúde mental p isso.  https://twitter.com/worldbzl/status/1177402906171101185 …,0
"Na boa, não desejo a ngm ter que levar gato pra vacinar, pqp.  Pense numa missão",0
Pois é. Cada comentário nojento que eu to vendo sobre a bifão e a Andrea é melhor eu dar block pra preservar a saúde mental,0
Minha saúde mental tá valendo mais  https://twitter.com/Eduarda5570/status/1177412178451849216 …,0
gnt se alguem souber como posso gravar chamada em iphone eu agradeço mt e minha saúde mental tb obrigada,0
Então segundo vc minha saúde mental é irrelevante perante outras vidas? Cadê sua empatia?  E o sexo é menos importante que a vida? Só tem vida se tiver sexo bebê,1
Faz bem pra mantermos a saúde mental,0
E ter a saúde mental em dia.,0
preciso cuidar da minha saúde mental antes de qualquer coisa...,1
Tu ainda consegue ver algo desse cara na timeline? Tá precisando cuidar melhor da sua saúde mental. Bloqueia e seja feliz.,0
como vc ainda tem saúde mental pra esse jogo?,0
Saúde mental vende no mercado livre? 🤦🏻‍♀️,1
"Leiam, é bom pro ❤ https://twitter.com/LKMazaki/status/1178001201188786177 …",0
"As pessoas q tem a saúde mental estável n tem coração msm, zoam de quem tem ansiedade, fazem chacota com depressão e suicídio. Se vc é uma dessas pessoas eu desejo de coração q vc se foda mt na vida e que queime no fogo do inferno sério, Vc n tem ideia do quanto isso faz mal",1
você chega com a saúde mental fodida e a psicóloga é essa  https://twitter.com/marii_mach/status/1177385165582196741 … pic.twitter.com/64j5VK7Fzz,0
nada vem antes da sua saúde mental nada nunca,1
"muito bom não gostar de ninguém, nota 10 em quesito saúde mental.",0
Só queria duas coisas nessa vida: - Saúde Mental - Um cachorro O resto eu corro atrás,1
In conclusion Cuidem da sua saúde mental  Atualmente medicada e melhor,0
Sabias palavras pós rolê nada saudável para a minha saúde mental  pic.twitter.com/jyXuvB0vHu,1
eu precisava estudar mas pro bem da minha saúde mental vou passar o dia vendo minha série mesmo,0
passei pano ate nas paredes hoje to preocupada com minha saude mental agora,0
Umas duas vezes por semana é pedir muito?,0
aprender a desapegar de cr foi a coisa mais linda que eu ja fiz pela minha saude mental,0
"acho que vou tentar mudar meu cabelo, se der merda não tem problema pq a saúde mental tá no subsolo e a gente já resolve isso também 🤩🤩🤩",1
"só prova o quanto sou safada em relação a minha saúde mental, as vezes n está no rolê, n ler mensagens de GP, n está online é o q deixa a gente sã e eu tô smp querendo tá presente em tudo. Pare querida, de um tempo",0
Cuide de sua saúde mental.. vc é uma plantinha de muitas emoções e precisa ser bem cuidada..,0
haja saúde mental,1
Gerente de Projetos pode melhorar a saúde mental da equipe  https://www.ramosdainformatica.com.br/programacao/engenharia/gerente-de-projetos-pode-melhorar-a-saude-mental-da-equipe/ … pic.twitter.com/1tPWmJnvBs,0
pelo bem da saúde mental de vocês parem de procurar por coisas que vocês não querem ver e viver em função de relacionamento alheio eh doentio,0
"Obrigado Deus por ter me abençoado com altas doses de paciência. Porque pensa num negócio que é essencial para a nossa saúde mental, é isso. ✨",0
nenhuma pessoa tem todos os 5:   - um bom relacionamento com os pais  - sóbrio - vontade de viver - amigos  - boa saúde mental,0
tenho nem saúde mental pra ficar responsável por esses adolescentes cheios de hormônios meu pai,0
"Passar a tarde dormindo, ou vendo série, eis a questão.",0
por motivos d saude mental estou ignorando ele,1
"Vou estar sendo muito clichê mais meninas que tem auto estima baixa fazem isso  Tira tempo para vcs se amarem  Pinte as unhas, hidrata seu cabelos  Arrume seu quarto  Coloque música que vc gosta que te coloca  para cima   Isso e importante para saúde mental  https://twitter.com/Jainara11753552/status/1178006497646829569 …",0
Quando tu resolve cuidar da tua saúde mental chega lá e o psicólogo é isso  https://twitter.com/july_b8/status/1177996681650020352 … pic.twitter.com/PP9DEFHkJm,0
DESABAFO: SAÚDE MENTAL NA VIDA FINANCEIRA | Finanças com a Nath  https://youtu.be/go9RWEdhL2Y  via @YouTube,0
Vou ter que me retirar do Twitter pra me manter distante de notícias do Atlético. Minha saúde mental não aguenta mais esse time.,0
"Mas há em certos casos para preservares a tua saúde mental que tu tens msm de bloquear a pessoa, não te sei explicar. Mas muitas vezes não tem a ver com falta de maturidade mas sim com o teu bem estar psicológico",0
"Falei pra minha mãe que vou tatuar os irmãos metralha na barriga, ela falou “tatua o tio patinhas também”",0
Saúde mental em 1 lugar!👍😍,0
"muito bom não gostar de ninguém, nota 10 em quesito saúde mental.",0
"Às vezes é necessário se afastar de rede social pra cuidar da saúde mental, e tá tudo bem",1
Ai uma pessoa a dar te conselho preocupada ca tua saude mental e és assim?,0
"5 de 5, embora a boa saúde mental esteja quase sendo abalada, mas sigo firme",1
"eu tô com medo de reprovar em saúde mental, eu fiquei tão perdida no início do semestre q perdi as primeiras aulas e me ferrei na primeira prova",0
"@NetflixBrasil atualiza Patrulha Canina e PJ Mask, por questão de saúde mental de um pai, que já assistiu tudo das primeiras temporadas um zilhão de vezes.",0
"organizacional, psicometria, neurofisiologia, neuroanatomia, neuropsicologia e saúde mental. são duas do segundo período, uma do terceiro, outra do quarto e do sexto, e tem a matéria de estágio também",0
Mt mais preocupada cmg e com minha saúde mental do q ter q ficar sempre dando satisfação pros outros q já sabem oq se passa,1
"e pra completar o tema da redação é ""O impacto negativo das redes sociais em relação à saúde mental do brasileiro""  eba!!!!",0
